id,title,price,description,category,image,rating_score,rating_count,price_tier,rating_tier,value_score,popularity_score,performance_category,revenue_potential,title_length,description_length
1764,Swarovski Pendants - Function-based full-range moderator,4168.75,"Premium pendants from Swarovski. Person manage reach born.
Shake however raise baby chance record. Show eat speech camera push energy.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,5.0,28,Budget,Excellent,0.1199400299850075,0.003127792672028597,Premium Star,583.625,56,134
1765,Zales Sets - Fully-configurable local throughput,117.78,Premium sets from Zales. Program true possible stand think special thus. Body senior own across add surface food.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.8,33,Budget,Good,3.226354219731703,0.003686327077747989,Budget Basic,14.769611999999999,48,113
1766,Brilliant Earth Chains - Mandatory secondary model,205.7,Premium chains from Brilliant Earth. Opportunity play which sing yourself best reduce nothing. Against case player claim what fact. While stop simply certain boy relationship.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,4.5,159,Budget,Excellent,2.1876519202722413,0.017761394101876677,Value Champion,147.17835,50,175
1767,Blue Nile Watches - Universal bottom-line task-force,297.43,Premium watches from Blue Nile. Great sure try place decision experience. Perhaps support field until now send fact. Huge goal more century.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.9,99,Budget,Good,1.3112328951349896,0.011058981233243968,Budget Basic,114.837723,52,140
1768,Cartier Necklaces - Vision-oriented high-level matrix,543.71,"Premium necklaces from Cartier. Name budget second reach talk customer. Fine who million hard plant.
Push listen most north. By commercial item him herself cultural have.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,3.7,91,Budget,Good,0.6805098306082287,0.01016532618409294,Overpriced,183.067157,53,170
1769,Jared Sets - Profound 3rdgeneration array,562.09,"Premium sets from Jared. Ball win inside nor guy trial card. Produce number environment development half degree. Yes stuff example east.
Sea control draw. Still issue production interview.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,5.0,245,Budget,Excellent,0.889537262715935,0.027368185880250223,Premium Star,688.56025,41,188
1770,Swarovski Chains - Persistent next generation conglomeration,86.65,Premium chains from Swarovski. Society politics language. Skill send popular could value usually central. Deep difficult pattern care campaign those.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.9,78,Budget,Good,4.500865551067513,0.00871313672922252,Budget Basic,26.35893,60,149
1771,Cartier Bracelets - Public-key mobile moratorium,9993.57,Premium bracelets from Cartier. Computer six serve somebody experience. Too personal this sign east professional. Find sell argue himself reduce reveal each operation.,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.5,11,Premium,Excellent,0.04502895361717585,0.0012287756925826632,Premium Star,494.68171499999994,48,167
1772,Brilliant Earth Cufflinks - Programmable well-modulated open system,4118.39,Premium cufflinks from Brilliant Earth. Democratic increase try their thank for. Sister foreign size career win. Republican friend just director.,jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,4.7,38,Budget,Excellent,0.1141222662253939,0.0042448614834673815,Premium Star,735.544454,67,145
1773,Local Artisan Watches - Ameliorated zero tolerance algorithm,8525.81,"Premium watches from Local Artisan. Concern stage property other house. Beat major only blue term short.
Record knowledge plan six yard add memory.
Piece good reason too evening.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,5.0,76,Mid-Range,Excellent,0.05864545421490744,0.008489722966934763,Premium Star,3239.8077999999996,60,178
1774,Jared Watches - Monitored bifurcated knowledgebase,3870.075905641108,"Premium watches from Jared. Let sea ask present ten eight serve dog. War leg push quite marriage.
Tough skin candidate sometimes shoulder. Take follow deal attorney federal positive join.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,5.0,98,Budget,Excellent,0.1291964323674347,0.010947274352100089,Premium Star,1896.337193764143,50,187
1775,Blue Nile Watches - Object-based hybrid strategy,1014.32,Premium watches from Blue Nile. Several strategy event charge suddenly true bed build. Face discover hope matter. Site save design give culture.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,2.8,34,Budget,Fair,0.2760470068617399,0.0037980339588918675,Overpriced,96.56326399999999,48,144
1776,Zales Pendants - Operative value-added service-desk,5443.4,"Premium pendants from Zales. Quite because participant police. Daughter if usually blue of compare while kid.
Eight oil seven on as. Student hotel yeah design admit present cut certain. Society approach quickly home.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,3.9,16,Mid-Range,Good,0.07164639747216814,0.0017873100983020554,Overpriced,339.66816,51,216
1777,Kay Necklaces - Upgradable methodical synergy,100.73,"Premium necklaces from Kay. East indeed use lot pick clear soon first. Hotel leave recent free fear or research. Listen worry really. His she us for region consumer state long.
Off describe receive bit.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,3.8,44,Budget,Good,3.772461034448525,0.004915102770330653,Budget Basic,16.842056,45,202
1778,Local Artisan Bracelets - Progressive encompassing conglomeration,599.23,Premium bracelets from Local Artisan. As opportunity someone send list project. From outside choice realize gun can. Follow make ago write join accept project. Natural thank concern up.,jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,5.0,8,Budget,Excellent,0.8344041519950604,0.0008936550491510277,Premium Star,23.9692,65,185
1779,Local Artisan Pendants - Open-source multi-tasking secured line,72.48,"Premium pendants from Local Artisan. Entire everybody growth almost range to early. Type but nearly.
Money any music. Idea financial very go agent quality. Book activity morning board no politics threat.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.3,24,Budget,Excellent,5.932671081677704,0.002680965147453083,Value Champion,7.4799359999999995,63,203
1780,Blue Nile Bracelets - Focused dedicated matrices,367.6,"Premium bracelets from Blue Nile. Choose tend realize turn. Maybe pattern avoid a. Machine deal though material explain.
Follow clearly outside. Floor plant education. Seem ago long training.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,5.0,204,Budget,Excellent,1.3601741022850924,0.022788203753351208,Premium Star,374.952,48,191
1781,Swarovski Chains - Optional high-level database,9793.26,Premium chains from Swarovski. Population money model south media other. Total the laugh each son partner. Where enough society over hope. During north Congress look local low.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.6,65,Mid-Range,Excellent,0.04697108011019823,0.0072609472743521,Premium Star,2928.18474,47,176
1782,Local Artisan Earrings - Re-contextualized multi-state leverage,266.67,"Premium earrings from Local Artisan. Manage that Mrs wind camera cost. American single truth food activity expert school just. Focus hair allow role attack difference.
Fact call price thank. Wonder could doctor visit.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,4.8,141,Budget,Excellent,1.7999775002812464,0.015750670241286863,Value Champion,180.482256,63,217
1783,Jared Pendants - Enterprise-wide upward-trending strategy,9723.28,"Premium pendants from Jared. Idea a majority major pick plan mean teacher. Sing skill worker let.
Answer use lay ok spend. Test suffer in notice price. Me for friend action these area politics.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,4.7,127,Mid-Range,Excellent,0.048337598012193415,0.014186773905272565,Premium Star,5803.825832,57,193
1784,Pandora Earrings - Focused tertiary contingency,1622.74,"Premium earrings from Pandora. Green large citizen face down forward. Provide scene international building learn.
Once style whatever watch kind. Soon firm bed these skill. Leave alone media may according forget firm.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.4,18,Budget,Excellent,0.27114633274584965,0.0020107238605898124,Premium Star,128.521008,47,217
1785,Zales Necklaces - Robust intangible knowledge user,13917.720713222563,"Premium necklaces from Zales. Single movement fish natural. Last agreement use low want view difference.
Side born without rise color be list. Drop that international court along whatever head. Almost nice raise maybe within.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,3.057165425019148,116,Premium,Fair,0.021965992047208425,0.012957998212689902,Overpriced,4935.657848906275,50,225
1786,Pandora Rings - Polarized stable capacity,153.36,"Premium rings from Pandora. Family condition read. Prepare scene nature ago music floor foot. Character garden mean series six picture another.
Explain box society beat.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.9,17,Budget,Excellent,3.19509650495566,0.0018990169794459338,Value Champion,12.774888000000002,41,169
1787,Tiffany Cufflinks - Cross-group discrete project,1533.36,"Premium cufflinks from Tiffany. Relate key pressure. Among the find.
Almost political onto candidate local. Them number race unit his parent. Perhaps forward power school system.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.1,13,Budget,Excellent,0.2673866541451453,0.00145218945487042,Premium Star,81.72808799999999,48,178
1788,Jared Necklaces - Cloned zero tolerance task-force,182.37,"Premium necklaces from Jared. End positive the partner. Husband easy parent side role employee.
Trade report adult reduce their right test myself. Many close first feeling reach heavy.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,3.4,158,Budget,Fair,1.8643417228710861,0.017649687220732797,Budget Basic,97.96916399999999,50,184
1789,Swarovski Sets - Self-enabling needs-based frame,5044.23,Premium sets from Swarovski. Board Congress benefit area herself for until his. Hard discuss choice glass. Blue kid order laugh common term.,jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,3.1,253,Mid-Range,Fair,0.06145635706539948,0.02826184092940125,Overpriced,3956.189589,48,140
1790,Blue Nile Cufflinks - Function-based local array,96.36,"Premium cufflinks from Blue Nile. Already enter she have involve exist. Radio matter plan outside social school. Rock hard beat pull of.
Use stand newspaper effect media. Career owner specific space know order.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.1,144,Budget,Excellent,4.254877542548775,0.0160857908847185,Value Champion,56.890944,48,210
1791,Swarovski Pendants - Realigned dedicated circuit,1140.7821176712184,"Premium pendants from Swarovski. Story debate eight but. General successful offer goal upon that. Gun center loss according I must police member.
Two recent just likely character could fill. Prevent deep morning black.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.6930519750407496,243,Budget,Good,0.32372982691731794,0.027144772117962467,Overpriced,1023.7511396199175,48,218
1792,Tiffany Pendants - Profit-focused multimedia capability,545.06,Premium pendants from Tiffany. Several Mr land relationship sell. Rather wish face parent create authority indicate get. Church term road this important end spring. Travel form identify.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.5,38,Budget,Excellent,0.8255971819616189,0.0042448614834673815,Premium Star,93.20526,55,186
1793,Cartier Chains - Synchronized upward-trending attitude,75.4,Premium chains from Cartier. Black idea music. Church interest Mrs. The develop more really.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.9,36,Budget,Excellent,6.498673740053051,0.004021447721179625,Value Champion,13.30056,54,92
1794,Tiffany Cufflinks - Open-source solution-oriented conglomeration,87.5,"Premium cufflinks from Tiffany. Television manager police car value. Bit site year chair when international.
Front western by art eye. Follow lose party old.
Carry past model also your local.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.7,49,Budget,Excellent,5.371428571428572,0.005473637176050044,Value Champion,20.15125,64,191
1795,Tiffany Pendants - Phased dedicated application,52.55,Premium pendants from Tiffany. Bar exactly culture adult people owner west. Tree game so. Computer someone lot plan world very.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,4.4,155,Budget,Excellent,8.372978116079926,0.01731456657730116,Value Champion,35.8391,47,127
1796,Cartier Necklaces - Implemented optimizing secured line,462.52,Premium necklaces from Cartier. Range suffer fast side happy doctor be. I find outside lawyer appear little pick.,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.1,45,Budget,Excellent,0.8864481535933582,0.005026809651474531,Premium Star,85.33493999999999,55,113
1797,Cartier Sets - Automated reciprocal paradigm,261.19,"Premium sets from Cartier. Break smile believe these soldier.
Religious able cover door south hear inside inside. Break bar if. Though quality writer truth.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.2,121,Budget,Excellent,1.6080248095256329,0.013516532618409294,Value Champion,132.736758,44,156
1798,Swarovski Earrings - Distributed content-based benchmark,110.34,"Premium earrings from Swarovski. Little reality building soldier.
Let school animal several page PM. Ahead available to activity success serious.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,4.4,92,Budget,Excellent,3.987674460757659,0.010277033065236819,Value Champion,44.665632,56,145
1799,Kay Pendants - Progressive zero tolerance system engine,2903.19,"Premium pendants from Kay. Yes approach increase score against far cold. Hand knowledge kitchen ball feeling. Happen be front.
Require tell perhaps peace. Really question girl hour business money want.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,3.8,17,Budget,Good,0.13089050320509507,0.0018990169794459338,Overpriced,187.546074,55,201
1800,Swarovski Chains - Organic didactic archive,49.85,"Premium chains from Swarovski. Avoid scientist time those enough of. Radio I fly.
Myself little sport. Effect throughout power some value. Third become ahead bit practice already.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.6,25,Budget,Excellent,9.227683049147442,0.0027926720285969616,Value Champion,5.732749999999999,43,179
1801,Zales Chains - Multi-channeled interactive firmware,419.84,"Premium chains from Zales. As as simple.
Talk sit reveal report their. Star chance fact but thank day several. Field produce would attorney.
These list there probably wall. Ever send certainly director.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,5.0,71,Budget,Excellent,1.1909298780487807,0.007931188561215372,Premium Star,149.04319999999998,51,202
1802,Zales Chains - Cross-platform responsive standardization,127.2,Premium chains from Zales. Chance everything ready hospital chair suddenly manager interesting. Could understand better item term oil. Act almost food start billion real.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,3.5,111,Budget,Fair,2.751572327044025,0.012399463806970509,Budget Basic,49.4172,56,170
1803,Cartier Rings - Synergized 6thgeneration productivity,317.33,Premium rings from Cartier. Into structure see laugh heart born song. Dinner add blood purpose plant whom police. Fill marriage draw reduce he pressure president.,jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,4.9,104,Budget,Excellent,1.544133866952384,0.01161751563896336,Premium Star,161.711368,53,162
1804,Zales Sets - Future-proofed secondary adapter,8907.85,Premium sets from Zales. College again right price great out. Tv check attack environment role hospital measure. Watch scientist paper play commercial baby. Bed get especially speech.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,3.6,229,Mid-Range,Good,0.0404137923292377,0.02558087578194817,Overpriced,7343.63154,45,183
1805,Zales Necklaces - Robust client-driven neural-net,84.77,"Premium necklaces from Zales. Decide western control hope. Case able real street mind general series.
Interesting ready record when. Begin evidence company present manager. Cut practice discussion majority.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.4,117,Budget,Excellent,5.190515512563407,0.01306970509383378,Value Champion,43.639596000000004,49,206
1806,Tiffany Bracelets - Front-line mission-critical firmware,57.8,"Premium bracelets from Tiffany. Power lay pay pattern century anyone. You career where soldier difficult thank.
Hair ready school natural manager song relationship.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,5.0,113,Budget,Excellent,8.650519031141869,0.012622877569258267,Value Champion,32.657,56,164
1807,Kay Cufflinks - Inverse bi-directional benchmark,192.8,"Premium cufflinks from Kay. Pretty anything ahead foreign health. Concern employee window.
Strategy speech represent theory color cause role. Direction color almost machine.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,5.0,53,Budget,Excellent,2.593360995850622,0.005920464700625559,Value Champion,51.092,48,173
1808,Jared Anklets - Multi-channeled next generation intranet,1950.99,Premium anklets from Jared. Look college different would interest. Control heart approach according yet other land. Blood discussion understand successful feeling research.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,2.9,42,Budget,Fair,0.14864248407218897,0.004691689008042895,Overpriced,237.630582,56,172
1809,Swarovski Bracelets - Advanced 24/7 Graphic Interface,7406.13,"Premium bracelets from Swarovski. Focus wall million take true necessary. Project single agree new.
Present discussion yeah around us role movement. Loss wish shake which middle save despite.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,3.0,11,Mid-Range,Fair,0.04050698542963734,0.0012287756925826632,Overpriced,244.40229000000002,53,191
1810,Pandora Rings - Synergized modular approach,180.27,"Premium rings from Pandora. She do between small attorney. Recent your writer opportunity front detail. Each day box couple rate discover manage baby.
Similar Democrat occur. Agree best Mrs case anything. Expert try military.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.1,142,Budget,Fair,1.7196427580850944,0.015862377122430743,Budget Basic,79.354854,43,225
1811,Blue Nile Pendants - Realigned encompassing matrices,895.49,Premium pendants from Blue Nile. Growth smile fly should. Strong offer paper friend through his.,jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,3.4,95,Budget,Fair,0.3796803984410769,0.010612153708668455,Overpriced,289.24327,52,96
1812,Kay Bracelets - User-friendly empowering focus group,3168.15,Premium bracelets from Kay. Force region your season rest sister. Enjoy you almost fire area whatever gun. Wind TV type program.,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,5.0,25,Budget,Excellent,0.15782081025203984,0.0027926720285969616,Premium Star,396.01875,52,128
1813,Blue Nile Earrings - Business-focused human-resource product,98.57,"Premium earrings from Blue Nile. Number successful situation. Well grow mind accept any. Threat also fall.
Support edge left more decision. Special go guess affect year necessary painting. How care kitchen art whom.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.2,259,Budget,Excellent,4.260931317845187,0.02893208221626452,Value Champion,107.22444599999999,60,215
1814,Pandora Anklets - Robust 3rdgeneration function,1284.81,"Premium anklets from Pandora. Full again test upon. Simply either place raise.
Task wife product there stand strategy big. Real throughout since. Red business learn line.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.8,95,Budget,Good,0.29576357593729813,0.010612153708668455,Overpriced,463.81640999999996,47,170
1815,Blue Nile Earrings - Integrated attitude-oriented secured line,112.17295919431824,"Premium earrings from Blue Nile. Continue thus attack because sometimes. Tell plan even second quite. Value other report sit leader response without.
Trip federal morning TV yeah. Threat off finally.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,4.743481622463765,61,Budget,Excellent,4.228721125424344,0.006814119749776586,Value Champion,32.457512599013214,62,199
1816,Jared Chains - Digitized grid-enabled budgetary management,5354.98,Premium chains from Jared. Talk lawyer interest suggest. Land kid southern it reason hundred arm. Bank build couple half herself education garden price.,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.7,273,Mid-Range,Excellent,0.08776876851080677,0.03049597855227882,Premium Star,6870.974838,58,152
1817,Jared Rings - Future-proofed 5thgeneration help-desk,9462.38,"Premium rings from Jared. War area wide you seek recent growth. Eight example policy six reality. Fly speech car hope picture make wear.
Especially from front protect list walk vote. Decision stock ready will about toward.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,5.0,290,Mid-Range,Excellent,0.05284082862873823,0.03239499553172476,Premium Star,13720.450999999997,52,222
1818,Local Artisan Watches - Realigned modular approach,11464.95,"Premium watches from Local Artisan. Yard success tell save population interview idea doctor. Specific music small cost let race. Enough common toward outside statement.
Reality animal whether owner huge. It difference many sit.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.7,117,Premium,Good,0.03227227331998831,0.01306970509383378,Overpriced,4963.176855000001,50,227
1819,Cartier Rings - Digitized demand-driven application,88.0,"Premium rings from Cartier. Again as democratic. Station often center water lose. Concern would off respond serious.
Example need bed here officer good particularly brother. Occur feel too always.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,5.0,524,Budget,Excellent,5.681818181818182,0.058534405719392314,Value Champion,230.56,51,196
1820,Pandora Pendants - Assimilated content-based emulation,4827.56,"Premium pendants from Pandora. Yeah owner his it. Position effect describe water face country. Return ground technology second young.
May his listen look fill near sing. Same act wonder.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,4.5,41,Budget,Excellent,0.09321479173744085,0.004579982126899017,Premium Star,890.6848200000001,54,186
1821,Local Artisan Necklaces - Grass-roots solution-oriented productivity,2065.61,"Premium necklaces from Local Artisan. Early letter house next leave religious operation. Safe they money story team.
Talk whose kind media. Either small himself pattern appear adult here.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,3.9,411,Budget,Good,0.18880621220850013,0.04591152815013405,Overpriced,3310.966269,68,187
1822,Blue Nile Earrings - Compatible tertiary access,38.72,"Premium earrings from Blue Nile. Note care simply evidence. Lead write conference hair more. Fact how song fish.
Decide decade as bag think rest memory hard. Successful west before despite arm animal.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.7,66,Budget,Excellent,12.138429752066116,0.007372654155495978,Value Champion,12.010944,47,200
1823,Pandora Earrings - Organic didactic knowledgebase,935.52,"Premium earrings from Pandora. Street loss plant and success. Best thing face.
Choose still woman pattern citizen ten. Administration a back modern free.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,3.1,67,Budget,Fair,0.3313665127415769,0.007484361036639857,Overpriced,194.30750400000002,49,153
1824,Swarovski Earrings - Self-enabling incremental approach,199.1292908293972,Premium earrings from Swarovski. Image sister sometimes reflect ever until series. Parent individual suggest either maybe through heavy.,jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.5726529465252432,20,Budget,Good,1.7941373324058547,0.002234137622877569,Budget Basic,14.22839695242256,55,136
1825,Cartier Earrings - Innovative next generation open architecture,754.27,"Premium earrings from Cartier. Area who again away material size. Government majority news husband scene high.
Enjoy safe before. Town everything case win end. See management pick morning.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.0,5,Budget,Good,0.5303140785129993,0.0005585344057193923,Overpriced,15.0854,63,188
1826,Brilliant Earth Sets - Balanced explicit circuit,3703.165169137519,"Premium sets from Brilliant Earth. In nor measure far. Knowledge him much.
Analysis movement top. International officer child use other. Hot say raise fine building learn base.
Someone it bag.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,3.068148841425888,63,Budget,Fair,0.08285206576784884,0.0070375335120643435,Overpriced,715.7973011677728,48,192
1827,Swarovski Chains - Enhanced neutral task-force,1797.14,Premium chains from Swarovski. Only bring day week option. Book citizen weight seat.,jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,4.1,49,Budget,Excellent,0.22814026731362047,0.005473637176050044,Premium Star,361.04542599999996,46,84
1828,Blue Nile Rings - Operative bandwidth-monitored synergy,9362.11,"Premium rings from Blue Nile. Music chance make probably society sure themselves.
Same huge drive. Difficult he front goal.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.9,427,Mid-Range,Excellent,0.052338628792013765,0.047698838248436105,Premium Star,19588.342753,55,123
1829,Zales Bracelets - Grass-roots high-level analyzer,16047.81941609773,Premium bracelets from Zales. Hit environmental partner. Song leg daughter when power next treat. Trip player explain bring argue anything above.,jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,3.7863157445861924,67,Luxury,Good,0.023593957823254796,0.007484361036639857,Overpriced,4071.061458536937,49,145
1830,Zales Rings - Grass-roots non-volatile software,117.26,"Premium rings from Zales. Health someone expect level particular anything store. Section start around like call pressure.
Civil lay enjoy. Young above want answer. Somebody today brother perhaps until foreign make federal.",jewelery,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_.jpg,5.0,30,Budget,Excellent,4.264028654272557,0.003351206434316354,Value Champion,17.589,47,222
1831,Jared Chains - Public-key high-level archive,11873.97,"Premium chains from Jared. Together bring forget education ball song. Member public woman generation rest business work. Second build most environment message grow begin face.
Whose view about. Place among ever within attack.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.8,40,Premium,Excellent,0.04042455893016405,0.004468275245755138,Premium Star,2279.80224,44,225
1832,Blue Nile Earrings - Business-focused high-level installation,57.12,"Premium earrings from Blue Nile. Specific keep chance stop summer data. Particular father beautiful population movement.
Develop involve official thank issue debate into. Base fill school fire why.",jewelery,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_.jpg,4.7,212,Budget,Excellent,8.228291316526612,0.023681858802502235,Value Champion,56.914368,61,197
1833,Blue Nile Necklaces - Customer-focused national knowledge user,236.81,Premium necklaces from Blue Nile. Often theory sit dream purpose another cup. Choose station drive develop million. Serve billion now about certain agree risk probably. Administration accept sing early strong true up.,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.4,299,Budget,Excellent,1.8580296440184114,0.03340035746201966,Value Champion,311.54723600000005,62,217
1834,Swarovski Watches - Persevering 4thgeneration array,1798.68,Premium watches from Swarovski. My far matter piece level between realize how. About medical personal somebody. Style identify month world community power. These name off action.,jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.6,206,Budget,Excellent,0.2557431004959192,0.023011617515638964,Premium Star,1704.429168,51,178
1835,Local Artisan Sets - Devolved cohesive product,87.96,"Premium sets from Local Artisan. Program participant lead page. Describe among artist.
Next above national sure those. Either most lay of want.
East effort tonight five help reality trouble. Hit consumer describe prove.",jewelery,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_.jpg,3.7,160,Budget,Good,4.206457480673033,0.017873100983020553,Budget Basic,52.07232,46,219
1836,Swarovski Bracelets - Extended leadingedge moderator,808.24,"Premium bracelets from Swarovski. Relationship subject keep camera same themselves. Market expert time four west main wear.
Place keep research exist cold. Subject protect hold case.",jewelery,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_.jpg,4.4,12,Budget,Excellent,0.5443927546273385,0.0013404825737265416,Premium Star,42.67507200000001,52,182
